method,seed,rollout,step,reward_mean,lat_cost,rate_cost,drop_cost,lambda_lat,lambda_rate,lambda_drop,rho_mean,rho_std,beta_mean,rho_ref_mean,beta_ref_mean,delta_rho_mean,delta_rho_std,delta_beta_mean,delta_beta_std,policy_log_std_mean,loss,steps_train_nominal,steps_train_load,steps_train_edge,steps_train_burst,steps_train_joint
ReferenceResidual-Unconstrained-PPO,3,59,245760,0.1711086481809616,0.2550048828125,0.005319846328347921,0.028709176927804947,0.0,0.0,0.0,0.531636745406183,0.3147104570605719,2.5548526298081677,0.5401883675296144,2.5615848081827175,-0.008551622123431267,0.038613253255118385,-0.006732178374549464,0.4400682571185072,-1.165858507156372,3.1362499572336673,0,0,3336,760,0
ReferenceResidual-Unconstrained-PPO,3,60,249856,0.23581591248512268,0.02301025390625,0.0,0.0,0.0,0.0,0.0,0.43858004942409934,0.2788788206485637,1.185813245416191,0.4384632038620283,1.1829507177475325,0.00011684556207106804,0.04284619557050799,0.0028625276686581446,0.43235499002264266,-1.170705795288086,0.47858708519488574,0,0,0,4096,0
ReferenceResidual-Unconstrained-PPO,3,61,253952,0.222840815782547,0.0030517578125,0.0,0.0,0.0,0.0,0.0,0.31186295859572905,0.26534559848277733,1.1226307155705773,0.3088830737490017,1.1217124914359302,0.002979884846727402,0.04317873507872849,0.0009182241346468393,0.43071835223275334,-1.1739394664764404,1.832172129675746,0,3952,0,144,0
ReferenceResidual-Unconstrained-PPO,3,62,258048,0.19615957140922546,0.1688232421875,0.0,0.0,0.0,0.0,0.0,0.430586180375694,0.3086505584118174,1.5963313352653752,0.4358339130935257,1.6190946868426679,-0.005247732717831624,0.04349844122265164,-0.022763351577292604,0.4242458705288637,-1.1750340461730957,2.669124561920762,0,1048,0,0,3048
ReferenceResidual-Unconstrained-PPO,3,63,262144,0.2049567997455597,0.09417724609375,0.0031215324997901917,0.03799958899617195,0.0,0.0,0.0,0.43266642419246554,0.3032879615323333,1.7841016688978018,0.44419780966746353,1.8522710633835295,-0.011531385474997916,0.04308182650897578,-0.06816939448572806,0.43558905531884506,-1.1749725341796875,3.839641208201647,2144,0,0,0,1952
ReferenceResidual-Unconstrained-PPO,3,64,266240,0.20620349049568176,0.0111083984375,0.0,0.0,0.0,0.0,0.0,0.3132276421026425,0.27079963813258756,1.076748124688157,0.31187492455255805,1.1014675039094688,0.001352717550084455,0.0420383324068701,-0.02471937922131188,0.426510493116661,-1.168979287147522,1.8252416593953966,2856,0,0,1240,0
ReferenceResidual-Unconstrained-PPO,3,65,270336,0.23470470309257507,0.01336669921875,0.0,0.0,0.0,0.0,0.0,0.4109290472467736,0.26873029940865767,1.2091527938039626,0.4146094672891324,1.1943785155752562,-0.0036804200423587153,0.04544905246442949,0.014774278228706389,0.43138224844179074,-1.1744987964630127,2.126780405640602,0,0,336,3760,0
ReferenceResidual-Unconstrained-PPO,3,66,274432,0.16639289259910583,0.202392578125,0.004847391042858362,0.005683154799044132,0.0,0.0,0.0,0.5250565300965312,0.3052464451072478,2.239752285208003,0.5455060051556723,2.2580708568807637,-0.020449475059140958,0.04316931492232644,-0.018318571672760887,0.43106069419019594,-1.178286075592041,2.5283065922558308,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,67,278528,0.2104852795600891,0.15997314453125,0.0018046669429168105,0.009107489138841629,0.0,0.0,0.0,0.42111963760530535,0.30141214299310887,1.7189524787386241,0.42899994472287745,1.7344259211307973,-0.007880307117571976,0.04483455328993893,-0.01547344239217353,0.42604289193026473,-1.1734493970870972,3.0315216593444347,0,0,568,0,3528
ReferenceResidual-Unconstrained-PPO,3,68,282624,0.2298656553030014,0.0382080078125,0.0,0.00790069904178381,0.0,0.0,0.0,0.39709666647587155,0.27717523375700426,1.3051080160506723,0.40241580614438316,1.2884278146566588,-0.0053191396685115765,0.045011802666745634,0.016680201394013515,0.43084334707737826,-1.1700387001037598,1.6531126793473958,0,0,0,2624,1472
ReferenceResidual-Unconstrained-PPO,3,69,286720,0.21779650449752808,0.03802490234375,0.0,0.0,0.0,0.0,0.0,0.36824538019881103,0.2803552627724119,1.2526108038707822,0.3753563224744497,1.2158385097128441,-0.007110942275638671,0.044202204004992855,0.03677229415793799,0.429388518372511,-1.1678462028503418,3.4653920754790306,1720,0,0,2376,0
ReferenceResidual-Unconstrained-PPO,3,70,290816,0.19091087579727173,0.01055908203125,0.0,0.0,0.0,0.0,0.0,0.3148841969409999,0.2623787203215795,1.2101993234107473,0.3214835143255027,1.1748885392869064,-0.006599317384502817,0.04232652359617815,0.03531078412384075,0.4370915251290947,-1.1614007949829102,1.9364909164607524,3280,0,816,0,0
ReferenceResidual-Unconstrained-PPO,3,71,294912,0.17881369590759277,0.26312255859375,0.012756284326314926,0.021465599536895752,0.0,0.0,0.0,0.5191600175658353,0.3068330171711888,2.375373525016595,0.539851738885123,2.414316192540492,-0.02069172131928765,0.04329881267774064,-0.03894266752389738,0.444500965316586,-1.1641943454742432,2.325381702929735,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,72,299008,0.22492624819278717,0.0,0.0003970667894463986,0.0015878998674452305,0.0,0.0,0.0,0.27946520230510197,0.24192815674411372,1.1021123035880933,0.27942555190731044,1.0712512333881787,3.965039779149309e-05,0.042229490550041035,0.03086107019991461,0.4395852945187647,-1.1674234867095947,0.35887564143340567,0,4008,88,0,0
ReferenceResidual-Unconstrained-PPO,3,73,303104,0.21652233600616455,0.0770263671875,0.0,0.0,0.0,0.0,0.0,0.39998754456398755,0.29084570594861625,1.35077633449619,0.407260484894824,1.2718285275973007,-0.0072729403308364,0.04269520335194206,0.07894780689888936,0.4478202101172692,-1.1711292266845703,2.401408351585269,0,992,0,3104,0
ReferenceResidual-Unconstrained-PPO,3,74,307200,0.21928070485591888,0.07135009765625,0.0,0.0,0.0,0.0,0.0,0.348648144554347,0.2847977502548363,1.356910257692217,0.3454993629969677,1.2839927539134224,0.003148781557379315,0.04379240006979896,0.07291750377879459,0.43679073233277804,-1.1673774719238281,2.5519989758729933,0,0,0,1896,2200
ReferenceResidual-Unconstrained-PPO,3,75,311296,0.20204588770866394,0.25213623046875,0.0,0.03769785538315773,0.0,0.0,0.0,0.5379964984871324,0.2951503435281803,2.1724216820833617,0.5536380720246206,2.165245188558284,-0.01564157353748807,0.04502537406493747,0.007176493525077737,0.4578114320944393,-1.17149019241333,4.648693930357695,0,1296,0,0,2800
ReferenceResidual-Unconstrained-PPO,3,76,315392,0.22472591698169708,0.00177001953125,0.0,0.0,0.0,0.0,0.0,0.30590901271928617,0.26426496570449975,1.1621225955528776,0.3031580469228545,1.0717394449932216,0.002750965796431663,0.04176518002289157,0.09038315055965601,0.4438289410032571,-1.1768851280212402,1.315700445882976,0,3704,392,0,0
ReferenceResidual-Unconstrained-PPO,3,77,319488,0.1541924923658371,0.33526611328125,0.028348226100206375,0.0371592678129673,0.0,0.0,0.0,0.5885350246603016,0.29067665806214005,2.7311913761912345,0.6046249378794232,2.733854993560348,-0.01608991321912154,0.0401447130713049,-0.0026636173691133025,0.4454045483295118,-1.1767913103103638,2.4538232557475568,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,78,323584,0.19330225884914398,0.00140380859375,0.009989971294999123,0.010369262658059597,0.0,0.0,0.0,0.3058122299089924,0.26647631802055627,1.2356733379147713,0.30495658897139444,1.1592843870656355,0.0008556409375979478,0.04080270124792973,0.0763889508491356,0.44174510926698013,-1.1822493076324463,1.6446400091052056,3584,0,512,0,0
ReferenceResidual-Unconstrained-PPO,3,79,327680,0.2136841118335724,0.0072021484375,0.0,0.0,0.0,0.0,0.0,0.24360552915271536,0.2194095932870637,1.1863264077459585,0.24075317962532894,1.1435414982861927,0.002852349527386451,0.04114479567853492,0.04278490945976599,0.44120849148215574,-1.1811422109603882,1.7244757706765086,1416,2680,0,0,0
ReferenceResidual-Unconstrained-PPO,3,80,331776,0.22039377689361572,0.00103759765625,0.0,0.0,0.0,0.0,0.0,0.2738444769457884,0.2425867259401469,1.1118111172290002,0.27118205520341976,1.0606204778534365,0.002662421742368563,0.041012175039257574,0.05119063937556352,0.44656606678741384,-1.18684720993042,1.4129344497341663,1776,2320,0,0,0
ReferenceResidual-Unconstrained-PPO,3,81,335872,0.19455286860466003,0.0,0.0,0.0,0.0,0.0,0.0,0.25852103733399806,0.22106555055215932,1.2201200470492717,0.2575501179245283,1.1475884791311786,0.0009709194094697531,0.04089061041179727,0.07253156791809323,0.4344956778239531,-1.1880289316177368,1.597605501767248,3224,0,872,0,0
ReferenceResidual-Unconstrained-PPO,3,82,339968,0.18820244073867798,0.0184326171875,0.001545799896121025,0.0,0.0,0.0,0.0,0.35542953541002814,0.29032270834331675,1.5056409882286912,0.3590791456525859,1.5016905761379835,-0.0036496102425577744,0.03974838359340799,0.0039504120907076406,0.4428978874132249,-1.1926602125167847,0.7119531566277146,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,83,344064,0.18648773431777954,0.26434326171875,0.0,0.028888296335935593,0.0,0.0,0.0,0.4818642870383697,0.30954757886699663,2.1352721024384724,0.4930014149208951,2.098411961149652,-0.011137127882525306,0.04041655260506587,0.03686014128882081,0.44315807273883645,-1.192896842956543,1.8312602147459984,0,0,32,0,4064
ReferenceResidual-Unconstrained-PPO,3,84,348160,0.2026975154876709,0.2484130859375,0.001247892272658646,0.08446265757083893,0.0,0.0,0.0,0.5486256164808984,0.29722059442521426,2.0272676222440342,0.5604373965318268,2.0199439017303567,-0.011811780050928422,0.0400195287805304,0.00732372051367736,0.44467479720829894,-1.185009241104126,4.641599881649017,0,0,0,3160,936
ReferenceResidual-Unconstrained-PPO,3,85,352256,0.22425849735736847,0.1641845703125,0.0,0.0,0.0,0.0,0.0,0.381786959315488,0.2942215534662296,1.5872303585344092,0.3852283998062669,1.5885242574577947,-0.0034414404907788057,0.04300360042418736,-0.0012938989233853265,0.4575501878696538,-1.1903291940689087,3.0879493657499553,0,0,0,1840,2256
ReferenceResidual-Unconstrained-PPO,3,86,356352,0.18572404980659485,0.29986572265625,0.00537864537909627,0.06721683591604233,0.0,0.0,0.0,0.5676830512322028,0.28785784310863977,2.3393005423277353,0.5781212042186892,2.3529654231156627,-0.010438152986486305,0.041605931382815216,-0.013664880787927247,0.4524835322128314,-1.1899855136871338,5.282371838390827,0,0,0,1352,2744
ReferenceResidual-Unconstrained-PPO,3,87,360448,0.2346152365207672,0.02642822265625,0.0,0.0,0.0,0.0,0.0,0.4258612048528519,0.27401948422016825,1.365894871638111,0.4302647591475546,1.3290333931563796,-0.004403554294702707,0.042242290608656356,0.03686147848173134,0.4590256555376942,-1.1870412826538086,1.3486145328730346,0,0,448,3648,0
ReferenceResidual-Unconstrained-PPO,3,88,364544,0.18559855222702026,0.03997802734375,0.0,0.0,0.0,0.0,0.0,0.37444548679025397,0.29664012301887976,1.625391398114749,0.3782078859574685,1.5802943145644621,-0.003762399167214506,0.04049726954703111,0.0450970835502867,0.45493876552282037,-1.1866016387939453,0.7641809742897749,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,89,368640,0.22858262062072754,0.0,0.0,0.0,0.0,0.0,0.0,0.31359374470352386,0.26199667807099986,1.17523736710903,0.3121309857227089,1.1539623218239579,0.001462758980814941,0.04004209229780153,0.02127504528507206,0.44577368548054136,-1.1834759712219238,0.35750221922062336,0,3640,456,0,0
ReferenceResidual-Unconstrained-PPO,3,90,372736,0.21341866254806519,0.00042724609375,0.0,0.0,0.0,0.0,0.0,0.2735137453485207,0.2312835325057247,1.3102298636081724,0.27271185843103685,1.236095499989596,0.0008018869174838618,0.040600283908525665,0.07413436361857645,0.4568939049909789,-1.1769418716430664,1.1472463720012456,2736,1360,0,0,0
ReferenceResidual-Unconstrained-PPO,3,91,376832,0.19420185685157776,0.04888916015625,0.0,0.0,0.0,0.0,0.0,0.43458951960543757,0.3047318514697141,1.5383406425671287,0.43835485470403524,1.4726096509564646,-0.003765335098597635,0.03956595529740283,0.0657309916106641,0.4631521306384978,-1.180894374847412,1.3604292403906584,2264,0,1832,0,0
ReferenceResidual-Unconstrained-PPO,3,92,380928,0.16543924808502197,0.247314453125,0.0017125150188803673,0.025050088763237,0.0,0.0,0.0,0.5433985357422495,0.30614319986625554,2.4850154344977415,0.5560462460312259,2.432475301925158,-0.012647710288976259,0.04170077332409497,0.052540132572583255,0.45747003171559086,-1.1784148216247559,6.128371216356754,0,0,3168,928,0
ReferenceResidual-Unconstrained-PPO,3,93,385024,0.2343071848154068,0.06561279296875,0.0,0.0,0.0,0.0,0.0,0.4265256581830675,0.2762776652889156,1.3080317773388548,0.4277405476120283,1.2408073852777712,-0.001214889428960843,0.04303797189739679,0.0672243920610837,0.4568846137823358,-1.1814653873443604,2.644256677851081,24,0,0,4072,0
ReferenceResidual-Unconstrained-PPO,3,94,389120,0.1949276179075241,0.0,0.0,0.0,0.0,0.0,0.0,0.279867544742189,0.23225455479584187,1.2475764829610527,0.2749098982900944,1.1714224304620338,0.004957646452094707,0.04069050065317741,0.07615405249901903,0.4464831822284798,-1.1937997341156006,0.22218180580530317,4096,0,0,0,0
ReferenceResidual-Unconstrained-PPO,3,95,393216,0.21010172367095947,0.0140380859375,0.0,0.0,0.0,0.0,0.0,0.33909628978097606,0.2811703232560411,1.1786269069358593,0.3326097495640018,1.1303370188795454,0.006486540216974257,0.040573113806116834,0.04828988805631398,0.44767210912066924,-1.193963646888733,1.0399855401366949,880,3216,0,0,0
ReferenceResidual-Unconstrained-PPO,3,96,397312,0.2091766595840454,0.0289306640625,0.0,0.0,0.0,0.0,0.0,0.3353643140968827,0.2733333933144134,1.2936517935178666,0.3266603461538034,1.2326227116001225,0.008703967943079316,0.041299048597599725,0.061029081917744255,0.4512289440739486,-1.191497564315796,2.0872736807912586,0,1784,0,0,2312
ReferenceResidual-Unconstrained-PPO,3,97,401408,0.19706276059150696,0.20758056640625,0.003690386191010475,0.05978346988558769,0.0,0.0,0.0,0.5144860375031646,0.29862700214230187,2.117002172518693,0.5193356591797915,2.1040457757175637,-0.004849621676626831,0.04201956848125243,0.012956396801129297,0.44931237109959893,-1.1940808296203613,4.615745141357183,1408,0,0,0,2688
ReferenceResidual-Unconstrained-PPO,3,98,405504,0.19686082005500793,0.00244140625,0.0,0.0,0.0,0.0,0.0,0.3665904295155227,0.28127977429011963,1.4198434025093347,0.3558177176107888,1.3655929478396893,0.01077271190473389,0.04217511195482042,0.05425045466964546,0.44913778444624525,-1.1956239938735962,0.45927796298637985,3592,0,0,504,0
ReferenceResidual-Unconstrained-PPO,3,99,409600,0.2219185084104538,0.23052978515625,6.8699964685947634e-06,0.0,0.0,0.0,0.0,0.511003689580851,0.29330185992721963,1.9913825605885251,0.5054887468239941,1.9117256105237352,0.005514942756856963,0.04359467766307361,0.07965695006478962,0.4392825228663597,-1.1939908266067505,2.932516758143902,0,0,0,4096,0
ReferenceResidual-Unconstrained-PPO,3,100,413696,0.22008323669433594,0.04937744140625,0.0,0.005835766904056072,0.0,0.0,0.0,0.3799968274344398,0.2863653425863565,1.5442309500278983,0.37790166173439443,1.4208705586018093,0.0020951657000453866,0.04189545449374857,0.12336039142608893,0.4504496007305225,-1.194942831993103,2.645238486677408,0,0,0,400,3696
ReferenceResidual-Unconstrained-PPO,3,101,417792,0.21110767126083374,0.14093017578125,0.00010396911238785833,0.032640229910612106,0.0,0.0,0.0,0.3848651633851265,0.29697226098537155,1.6874118962836726,0.38651575486386586,1.592716936871803,-0.0016505914787392764,0.04215415259427874,0.09469495941186958,0.45420167660395855,-1.1911747455596924,4.192111454159021,0,2792,0,0,1304
ReferenceResidual-Unconstrained-PPO,3,102,421888,0.21302583813667297,0.0,0.0,0.0,0.0,0.0,0.0,0.26477640484237425,0.2315204028974789,1.1649905854552327,0.2577407045342629,1.0971237930888802,0.007035700308111332,0.04047746515104912,0.06786679236635261,0.45326978138809926,-1.1847429275512695,1.8223197321407496,0,2208,1888,0,0
ReferenceResidual-Unconstrained-PPO,3,103,425984,0.18256913125514984,0.0599365234375,0.006919670384377241,0.01642705500125885,0.0,0.0,0.0,0.45134080457979314,0.31082476724502245,2.0008061883420796,0.44972175138208315,1.8921585565585062,0.0016190531977100108,0.039420119017807356,0.10864763178357299,0.45110282336834834,-1.1840944290161133,4.150852043926716,0,0,3112,984,0
ReferenceResidual-Unconstrained-PPO,3,104,430080,0.22499677538871765,0.13116455078125,0.0,0.0,0.0,0.0,0.0,0.49013122942409576,0.29179133928659057,1.7476927917021636,0.4863802159346978,1.6394296666980614,0.003751013489397908,0.042851545961831716,0.10826312500410191,0.45673363472969747,-1.1782875061035156,3.7219414331018923,0,0,0,4016,80
ReferenceResidual-Unconstrained-PPO,3,105,434176,0.22033798694610596,0.1192626953125,0.00014121631102170795,0.0,0.0,0.0,0.0,0.4048754016540958,0.2930374915532506,1.614750056493733,0.4017248291631093,1.5210362983632173,0.003150572490986492,0.04410814920305977,0.0937137581305156,0.44653384742794056,-1.1835589408874512,1.7576587941497563,0,0,0,0,4096
ReferenceResidual-Unconstrained-PPO,3,106,438272,0.21831020712852478,0.0172119140625,0.0,0.02037295699119568,0.0,0.0,0.0,0.31927158051873084,0.27308645259602843,1.4696835957709153,0.3134532144962938,1.3516225358663334,0.0058183660224370715,0.0406999525713019,0.11806105990458185,0.4589892057304948,-1.1805884838104248,1.4622469075024127,0,3272,0,0,824
ReferenceResidual-Unconstrained-PPO,3,107,442368,0.21199464797973633,0.011962890625,0.0,0.0,0.0,0.0,0.0,0.238597419612449,0.1996180767332706,1.3228063935686807,0.22700904702240565,1.1663581132197596,0.01158837259004336,0.042636267019250024,0.15644828034892122,0.4508855250868786,-1.1807730197906494,0.6315819662064314,2368,1728,0,0,0
ReferenceResidual-Unconstrained-PPO,3,108,446464,0.2044707089662552,0.0,0.0,0.0,0.0,0.0,0.0,0.28416179376672884,0.23839337751709397,1.24245501215836,0.27324858385276285,1.0698066276769618,0.010913209913966042,0.041877034161493604,0.17264838448139827,0.4537385012170498,-1.1870758533477783,1.5607868717052042,2632,0,1464,0,0
ReferenceResidual-Unconstrained-PPO,3,109,450560,0.1773415356874466,0.0616455078125,1.0078728337248322e-05,0.01085305493324995,0.0,0.0,0.0,0.4607948092549936,0.31544840729589957,2.05410360404818,0.4579539088566,1.9755062779523365,0.002840900398393678,0.03767233531919514,0.07859732609584345,0.45865907835167086,-1.1937536001205444,4.035642833262682,560,0,3536,0,0
ReferenceResidual-Unconstrained-PPO,3,110,454656,0.20488160848617554,0.00201416015625,0.00013823583140037954,0.0,0.0,0.0,0.0,0.30184714083811814,0.2591118623036578,1.2542159701610933,0.2895827317961214,1.1473511818332396,0.012264409041996768,0.0403744880832519,0.10686478832785361,0.45132705894563474,-1.194272756576538,0.28159750865306704,4096,0,0,0,0
ReferenceResidual-Unconstrained-PPO,3,111,458752,0.18689867854118347,0.24273681640625,0.0,0.0076629966497421265,0.0,0.0,0.0,0.47858487217867507,0.3203331706431962,2.0177186343141598,0.47169152692032,1.8725669071805457,0.0068933452583549975,0.037187221616267946,0.14515172713361366,0.4537491347147772,-1.1875920295715332,3.3886877477169035,344,0,0,0,3752
ReferenceResidual-Unconstrained-PPO,3,112,462848,0.20765481889247894,0.11065673828125,0.0008308772812597454,0.07372023165225983,0.0,0.0,0.0,0.4219059408064675,0.31019351488746905,1.7447765603832655,0.41679238209283354,1.6404221955266802,0.005113558713633954,0.038315740970544514,0.10435436485658509,0.45426580092645596,-1.1800538301467896,4.109620927274227,0,2848,0,0,1248
ReferenceResidual-Unconstrained-PPO,3,113,466944,0.20612546801567078,0.00146484375,0.0,0.0,0.0,0.0,0.0,0.3081385283103404,0.25979952580083593,1.228824547872236,0.2981179291961773,1.1269728373989778,0.010020599114163165,0.04006529569159533,0.10185171047325811,0.46513013822207966,-1.1775434017181396,1.5096903070807457,0,2152,1944,0,0
ReferenceResidual-Unconstrained-PPO,3,114,471040,0.17854979634284973,0.1123046875,0.007500972133129835,0.024234117940068245,0.0,0.0,0.0,0.47077003615604013,0.31427854127533084,2.2850697105252222,0.46888004359996127,2.158236117030229,0.001889992556078848,0.03783707566926732,0.1268335934949934,0.46005050496647254,-1.1739983558654785,2.407588816434145,0,0,3056,1040,0
ReferenceResidual-Unconstrained-PPO,3,115,475136,0.22730176150798798,0.02166748046875,0.0,0.0,0.0,0.0,0.0,0.37466921740810744,0.2598185409934126,1.3420612434569996,0.36653693433077833,1.2121833229337908,0.008132283077329133,0.04260520973571801,0.12987792052320912,0.4540950374209142,-1.166914463043213,2.245609606988728,0,136,0,3960,0
ReferenceResidual-Unconstrained-PPO,3,116,479232,0.2289380431175232,0.0,0.0,0.0,0.0,0.0,0.0,0.26358228472842027,0.22545421287413023,1.2412759890349974,0.2549625474229322,1.127116520246466,0.008619737305488132,0.04068835154994974,0.11415946878853117,0.46458261707836357,-1.171357274055481,0.11270255562849343,0,4096,0,0,0
ReferenceResidual-Unconstrained-PPO,3,117,483328,0.18783122301101685,0.06402587890625,0.0057626753114163876,0.0,0.0,0.0,0.0,0.3656381707134259,0.2938867412669522,1.812542142571219,0.36677710234195904,1.669794899480088,-0.0011389316285331113,0.03988033139347366,0.1427472430911311,0.45335617425515684,-1.1724580526351929,2.29901094250381,0,768,3328,0,0
ReferenceResidual-Unconstrained-PPO,3,118,487424,0.19611409306526184,0.04046630859375,0.006739146541804075,0.013622800819575787,0.0,0.0,0.0,0.4258315929505528,0.3047863449887477,1.5356227388475678,0.4255243590691161,1.4372047842476614,0.00030723388143671666,0.040172931651880454,0.09841795459990665,0.4562509436440354,-1.1745491027832031,1.9868472877889871,2424,0,1672,0,0
ReferenceResidual-Unconstrained-PPO,3,119,491520,0.2015434205532074,0.0008544921875,0.0,0.0,0.0,0.0,0.0,0.3209854662402756,0.2763016500511833,1.2632573257882236,0.32298741448925583,1.185090986147806,-0.0020019482489802487,0.03960462012772317,0.07816633964041761,0.44566935898337806,-1.1842374801635742,1.6499442713335157,2576,0,0,1520,0
ReferenceResidual-Unconstrained-PPO,3,120,495616,0.22357933223247528,0.04833984375,0.0,0.0,0.0,0.0,0.0,0.40346300351470765,0.2770883670607972,1.4008074864022284,0.4017138403360467,1.2902361360141477,0.0017491631786610228,0.043401825051223156,0.11057135038808094,0.44496253587071166,-1.1925849914550781,1.4403274251148104,0,0,0,3480,616
ReferenceResidual-Unconstrained-PPO,3,121,499712,0.17947345972061157,0.4385986328125,0.00047421263298019767,0.11757814884185791,0.0,0.0,0.0,0.572788105611014,0.29028361332638575,2.6928781767065813,0.5829521797278617,2.5181624767064177,-0.010164074116847688,0.042474126104413375,0.17471570000016334,0.4372472098368208,-1.1996327638626099,2.6883135437965393,0,0,0,0,4096
ReferenceResidual-Unconstrained-PPO,3,122,503808,0.189223974943161,0.0316162109375,0.00034250132739543915,0.004213707987219095,0.0,0.0,0.0,0.4165043268757077,0.31386880616963636,1.6834195747002387,0.4119566490939766,1.5529914149049708,0.004547677781731009,0.03816581892500136,0.13042815979526784,0.4562825367285033,-1.2027943134307861,3.7023820988833904,0,0,3808,0,288
ReferenceResidual-Unconstrained-PPO,3,123,507904,0.1959565132856369,0.01007080078125,0.0,0.0032992090564221144,0.0,0.0,0.0,0.30796838450261044,0.2564178660954087,1.5859785873963146,0.301408098294366,1.4413418289265403,0.006560286208244512,0.040956388979238256,0.14463675846977442,0.43759013588258544,-1.2017288208007812,0.788233351148665,2904,0,1192,0,0
ReferenceResidual-Unconstrained-PPO,3,124,512000,0.210065096616745,0.0,0.0,0.0,0.0,0.0,0.0,0.2596184370616437,0.2213424800552171,1.2477370705317792,0.25444902760654897,1.05417142747464,0.005169409455094755,0.038956626561076624,0.1935656430571392,0.44144571467130095,-1.200115442276001,1.7865348611980152,2096,2000,0,0,0
ReferenceResidual-Unconstrained-PPO,3,125,516096,0.22071430087089539,0.00274658203125,0.0,0.0,0.0,0.0,0.0,0.2589150477715702,0.22847530226211865,1.2193915119051186,0.2526526099426686,1.0649229229512804,0.006262437828901588,0.03965144780028751,0.15446858895383814,0.44062561159704206,-1.2071263790130615,1.6660587082151324,0,3000,0,1096,0
ReferenceResidual-Unconstrained-PPO,3,126,520192,0.22521637380123138,0.0438232421875,0.0,0.0,0.0,0.0,0.0,0.42568141606072407,0.276251655385636,1.4673807308100488,0.42274330764716117,1.347549631425402,0.00293810841356292,0.041295256998179576,0.11983109938464685,0.44742676036017753,-1.2088069915771484,1.8001285616308451,0,0,0,3904,192
ReferenceResidual-Unconstrained-PPO,3,127,524288,0.16959248483181,0.50225830078125,0.021803589537739754,0.15561947226524353,0.0,0.0,0.0,0.6019225169663891,0.2929935808849681,2.900291669829168,0.6056698683695801,2.7987075529128456,-0.003747351403190973,0.03325804428810301,0.101584116916322,0.45034528295349174,-1.2042567729949951,2.7824312694370748,0,0,0,0,4096
ReferenceResidual-Unconstrained-PPO,3,128,528384,0.22689250111579895,0.00201416015625,0.011585496366024017,0.012606559321284294,0.0,0.0,0.0,0.26437784245102214,0.23188918081213844,1.279887086549504,0.2559737636985605,1.1760906038501515,0.008404078752461602,0.039131372976138584,0.10379648269935235,0.44650598128591185,-1.2007510662078857,0.748041101358831,0,3384,0,0,712
ReferenceResidual-Unconstrained-PPO,3,129,532480,0.200468972325325,0.11651611328125,0.0,0.0,0.0,0.0,0.0,0.3474394292507759,0.28523217370681864,1.6005226051042205,0.34401348761792455,1.5349795579364731,0.0034259416328513916,0.03943741327546097,0.06554304716774739,0.4486247994909295,-1.1973199844360352,2.7532870579510926,0,1616,0,2480,0
ReferenceResidual-Unconstrained-PPO,3,130,536576,0.21943530440330505,0.0333251953125,0.008163588121533394,0.0,0.0,0.0,0.0,0.4301473023541142,0.28839195417410596,1.4990429597134687,0.42917307774001673,1.4034503739949082,0.0009742246140974633,0.039904821576347164,0.09559258571856047,0.4404429991913024,-1.1952192783355713,1.9670445598661899,1576,0,0,2520,0
ReferenceResidual-Unconstrained-PPO,3,131,540672,0.1900799423456192,0.02581787109375,7.926404214231297e-05,0.0,0.0,0.0,0.0,0.38523717336979146,0.2960193822916283,1.4500395780564497,0.38314725331348715,1.3447733682048992,0.002089920056304341,0.03901862389017052,0.10526620985155032,0.4529319101700263,-1.1924206018447876,1.8004408977925777,3424,0,672,0,0
ReferenceResidual-Unconstrained-PPO,3,132,544768,0.18186858296394348,0.067626953125,0.012616205029189587,0.0148480124771595,0.0,0.0,0.0,0.44303320805946883,0.30996426587718345,2.0440316827827307,0.4418414547363821,1.9449306735465646,0.0011917533230867581,0.0385104394490252,0.0991010092361666,0.44456610645465877,-1.1952117681503296,1.9165324732661246,0,0,4096,0,0
ReferenceResidual-Unconstrained-PPO,3,133,548864,0.2165638953447342,0.06854248046875,0.0016911501297727227,0.006924199406057596,0.0,0.0,0.0,0.4123151870202247,0.2927699541261765,1.4861637592898478,0.40969126746913886,1.4397304262699935,0.002623919551085782,0.04042731365158588,0.04643333301985442,0.4624058133530486,-1.1919385194778442,1.0027026431635022,0,0,232,0,3864
ReferenceResidual-Unconstrained-PPO,3,134,552960,0.20573365688323975,0.1456298828125,0.0,0.02425248920917511,0.0,0.0,0.0,0.4420916794205446,0.30584316326452354,1.8154982981329995,0.440181428956903,1.7294234766802643,0.001910250463641661,0.03870995167349745,0.08607482145273535,0.44939486468393564,-1.1874744892120361,2.107892132923007,0,0,0,0,4096
ReferenceResidual-Unconstrained-PPO,3,135,557056,0.2111830711364746,0.1954345703125,0.001459784689359367,0.06750204414129257,0.0,0.0,0.0,0.4771006519359671,0.30420292002912314,1.7926435688607054,0.4776865120311097,1.7372350783057806,-0.0005858600951424734,0.03882793470847793,0.05540849055492485,0.4643144241666156,-1.1916146278381348,2.0887516496703027,0,2056,0,0,2040
