method,scenario,seed,throughput_mbps,embb_throughput_mbps,urllc_throughput_mbps,center_embb_throughput_mbps,edge_embb_throughput_mbps,min_embb_throughput_mbps,min_embb_satisfaction_ratio,mean_embb_satisfaction_ratio,latency_violation,rate_deficit_cost,rate_violation_fraction,rate_violation,drop_ratio,packet_deadline_miss_ratio,worst_urllc_deadline_miss_ratio,urllc_delay_p50_ms,urllc_delay_p95_ms,urllc_delay_p99_ms,jain_fairness,avg_prb_embb,avg_prb_urllc,avg_safety_reserved_prbs,safety_activation_fraction,safety_cap_hit_fraction,observed_urllc_packets,inference_us,avg_urllc_class_share,avg_embb_sla_weight,avg_reference_urllc_share,avg_reference_embb_weight,avg_delta_rho,avg_delta_beta,std_urllc_class_share,std_delta_rho,std_delta_beta,lambda_lat,lambda_rate,lambda_drop
EDF,bursty_urllc,4,9.533930400000001,1.6265543999999996,7.907375999999999,1.5219279999999997,0.10462640000000001,0.0,0.0,0.11320283670033666,0.045099999755620956,0.818534791469574,0.9601,0.9601,0.4999780335616446,0.09364739471805852,0.11935877330545391,3.0,9.0,21.0,0.5210060642205503,2.6076,103.3924,0.0,0.0,0.0,28020,7.7,,,,,,,,,,,,
EDF,mixed_dynamic,4,8.0608688,1.6941616000000002,6.3667072000000005,1.6701944000000002,0.0239672,0.0,0.0,0.11222534455667789,0.09507499635219574,0.8071576952934265,0.95775,0.95775,0.5797544594802503,0.16152925001108795,0.19522501584618634,3.0,18.0,36.0,0.5437130368898189,2.8408,103.1592,0.0,0.0,0.0,22547,7.7,,,,,,,,,,,,
EDF,hotspot_unseen,4,7.370360800000001,1.4205431999999998,5.949817599999999,1.3882392,0.032304,0.0,0.0,0.0951766335578002,0.14942499995231628,0.8575891852378845,0.9601,0.9601,0.5944132845258588,0.2453823332376304,0.3449844074844075,3.0,30.0,49.0,0.49525539526477225,2.2684,103.7316,0.0,0.0,0.0,20898,7.5,,,,,,,,,,,,
EDF,tight_sla,4,7.8668688,2.9395344000000003,4.9273344,2.8095144000000003,0.13002,0.0129032,0.011947407407407407,0.20229626655443322,0.025174999609589577,0.7808470129966736,0.9601,0.9601,0.5094182717674131,0.07421852595354173,0.10091250670960816,2.0,6.0,10.0,0.6060448942818216,4.7912,101.2088,0.0,0.0,0.0,17435,7.5,,,,,,,,,,,,
DeadlineAwarePF,nominal_hetero,0,19.688091999999997,14.7355608,4.952531199999999,8.9924096,5.7431512,1.5517808,1.2120990909090907,1.396754928731762,0.000699999975040555,0.00024955495609901845,0.0083,0.0083,3.006809220159974e-06,0.0025617670499829214,0.004152823920265781,1.0,1.0,3.0,0.8703762824151283,78.4938,27.5062,0.0,0.0,0.0,17566,24.8,,,,,,,,,,,,
DeadlineAwarePF,load_surge,0,22.876108799999997,17.8533696,5.0227392,10.743883199999999,7.1094864,2.147708,1.446850606060606,1.7086371936026936,0.003449999960139394,0.0,0.0,0.0,0.0,0.0070774588552491155,0.013607257203842048,1.0,2.0,4.0,0.8437600629965896,76.8539,29.1461,0.0,0.0,0.0,17803,24.6,,,,,,,,,,,,
DeadlineAwarePF,edge_fade,0,16.613808000000002,11.721664800000001,4.8921432,7.950294400000001,3.7713703999999995,0.951592,0.8752453333333332,1.0494289562289563,0.06904999911785126,0.008750383742153645,0.12821666666666665,0.12821666666666665,0.10294044261151693,0.10890173410404624,0.1466992665036675,1.0,11.0,23.0,0.8481897076398024,47.388,58.612,0.0,0.0,0.0,17300,22.3,,,,,,,,,,,,
DeadlineAwarePF,bursty_urllc,0,22.437148,14.4628056,7.974342399999999,8.9941256,5.468679999999999,1.446852,1.2114160606060604,1.356953324915825,0.048124998807907104,0.0004480213101487607,0.009316666666666666,0.009316666666666666,0.0033196397338158727,0.08041426602099608,0.10091269157912863,1.0,10.0,34.0,0.9389094195486722,56.5038,49.4962,0.0,0.0,0.0,28291,25.1,,,,,,,,,,,,
DeadlineAwarePF,mixed_dynamic,0,20.626049599999998,14.1907472,6.435302399999999,9.6233064,4.5674408,1.0748976000000001,0.9952755555555556,1.2729322098765432,0.06885000318288803,0.0012000022688880563,0.030883333333333336,0.030883333333333336,0.07756964834747024,0.11694729936584299,0.15382987727465086,1.0,17.0,38.0,0.866749204909708,51.8745,54.1255,0.0,0.0,0.0,22865,23.5,,,,,,,,,,,,
DeadlineAwarePF,hotspot_unseen,0,20.1171088,14.236004800000002,5.881104,8.688721600000001,5.5472832,1.5722528,1.172073333333333,1.3465333759820426,0.07760000228881836,0.0,0.0,0.0,0.08372823325199544,0.10947235202492211,0.1524540718398684,1.0,24.0,45.0,0.8898672809326029,62.1728,43.8272,0.0,0.0,0.0,20544,24.4,,,,,,,,,,,,
DeadlineAwarePF,tight_sla,0,19.5448864,14.734528000000001,4.8103584,8.9999448,5.734583199999999,1.5348832,1.211972121212121,1.3956089523007857,0.0009749999735504389,0.0,0.0,0.0,0.0,0.0021658959199203887,0.0062829856747926615,1.0,1.0,3.0,0.8638960026585207,79.0603,26.9397,0.0,0.0,0.0,17083,24.8,,,,,,,,,,,,
DeadlineAwarePF,nominal_hetero,1,19.5657128,14.6382984,4.9274144,8.9975136,5.6407848000000005,1.5160664000000001,1.212212727272727,1.3838928249158249,7.500000356230885e-05,0.0003988172975368798,0.0042833333333333334,0.0042833333333333334,0.00041887230263397423,0.0015486091195870376,0.0027563395810363835,1.0,2.0,4.0,0.8676286460635682,75.0618,30.9382,0.0,0.0,0.0,17435,28.9,,,,,,,,,,,,
DeadlineAwarePF,load_surge,1,22.1675,17.2800056,4.8874944,10.7456624,6.5343432,1.7364144,1.4472581818181818,1.6214647154882156,0.001724999980069697,0.0,0.0,0.0,0.006676561691301557,0.0029394812680115273,0.005480104836788182,1.0,2.0,4.0,0.8279798026987722,74.0321,31.9679,0.0,0.0,0.0,17350,38.2,,,,,,,,,,,,
DeadlineAwarePF,edge_fade,1,17.724065600000003,12.764169599999999,4.9598960000000005,8.7862264,3.9779431999999995,0.8438383999999999,0.7813318518518517,1.1326794523007855,0.019200000911951065,0.010928762145340443,0.08563333333333334,0.08563333333333334,0.05473086032168324,0.04075699709285755,0.0592,1.0,6.0,11.0,0.8267761057014003,59.764,46.236,0.0,0.0,0.0,17543,36.4,,,,,,,,,,,,
DeadlineAwarePF,bursty_urllc,1,22.8238624,14.836425599999998,7.9874368,9.00202,5.8344056,1.6894791999999998,1.2124075757575756,1.412425583613917,0.015775000676512718,0.0,0.0,0.0,0.0,0.032719186785260486,0.043726235741444866,1.0,4.44999999999709,16.0,0.948459634328047,63.0224,42.9776,0.0,0.0,0.0,28332,27.5,,,,,,,,,,,,
DeadlineAwarePF,mixed_dynamic,1,20.7797512,14.314423200000002,6.4653279999999995,9.6816896,4.6327336,1.0294544,0.9531985185185186,1.2826257934904601,0.07027500122785568,0.0005297213792800903,0.01805,0.01805,0.07512188083711369,0.10651661868620779,0.12744282744282745,1.0,23.0,50.0,0.8644731136927319,57.131,48.869,0.0,0.0,0.0,22926,23.1,,,,,,,,,,,,
DeadlineAwarePF,hotspot_unseen,1,20.3311344,14.1956848,6.135449600000001,8.5218624,5.6738224,1.6807368,1.0747825925925925,1.3535922519640853,0.05139999836683273,0.0,0.0,0.0,0.08541417000521948,0.08237610764686577,0.11560619638970682,1.0,16.0,58.0,0.896444894029754,59.0248,46.9752,0.0,0.0,0.0,21329,24.7,,,,,,,,,,,,
DeadlineAwarePF,tight_sla,1,20.03098,14.9774536,5.053526400000001,8.9977528,5.9797008,1.7909199999999998,1.2114351515151516,1.4335689264870932,0.0013000000035390258,3.270545130362734e-05,0.0007666666666666666,0.0007666666666666666,0.0,0.0032957211484750306,0.0065298507462686565,1.0,2.0,3.0,0.8792148831836107,77.5192,28.4808,0.0,0.0,0.0,17902,25.2,,,,,,,,,,,,
DeadlineAwarePF,nominal_hetero,2,19.906601600000002,14.906144,5.0004576,8.999212,5.906932,1.7358695999999998,1.2113133333333332,1.42333037654321,0.0024999999441206455,0.0,0.0,0.0,0.0,0.007149341806627327,0.014289494575284467,1.0,2.0,5.0,0.8755529979601768,76.4978,29.5022,0.0,0.0,0.0,17624,24.7,,,,,,,,,,,,
DeadlineAwarePF,load_surge,2,22.1864088,17.3852408,4.801168,10.7469392,6.638301599999999,1.6711664,1.446961212121212,1.6349796217732884,0.00017499999376013875,0.0,0.0,0.0,0.010755194032244269,0.0007010164738871364,0.0011830819284235432,1.0,1.0,2.0,0.8251007867749037,79.4092,26.5908,0.0,0.0,0.0,17118,25.2,,,,,,,,,,,,
DeadlineAwarePF,edge_fade,2,18.158475199999998,13.2917648,4.8667104000000005,8.9938296,4.2979351999999995,0.9972823999999999,0.9234096296296295,1.1905811666666666,0.022174999117851257,0.005433209706097841,0.10245,0.10245,0.04653764297735189,0.03660161000752881,0.05687203791469194,1.0,5.0,16.0,0.8262818432838216,63.8607,42.1393,0.0,0.0,0.0,17267,23.6,,,,,,,,,,,,
DeadlineAwarePF,bursty_urllc,2,22.130335199999998,14.198168800000001,7.9321664,8.998347200000001,5.1998216,1.547208,1.211660909090909,1.32649604657688,0.06992500275373459,0.001499729580245912,0.02755,0.02755,0.0060296294197797,0.1143641680336638,0.14450867052023122,1.0,15.0,29.0,0.9351896297390763,55.9066,50.0934,0.0,0.0,0.0,28042,24.7,,,,,,,,,,,,
DeadlineAwarePF,mixed_dynamic,2,20.3903648,13.8479904,6.5423744,9.2699768,4.5780136,1.1082744,1.0261799999999999,1.2487308350168351,0.0903249979019165,0.0,0.0,0.0,0.08241109678196572,0.14539726382115575,0.16416991586291813,1.0,27.0,58.0,0.8776098315859509,51.6147,54.3853,0.0,0.0,0.0,23171,22.9,,,,,,,,,,,,
DeadlineAwarePF,hotspot_unseen,2,19.675032,13.712683199999999,5.9623488,8.589612,5.1230712,1.0938143999999999,1.012791111111111,1.2722719966329965,0.07415000349283218,0.0012598201865330338,0.03576666666666667,0.03576666666666667,0.10533428758152939,0.11538276011769813,0.1636838667537557,1.0,20.0,44.0,0.8718064290625213,59.6865,46.3135,0.0,0.0,0.0,20731,23.1,,,,,,,,,,,,
DeadlineAwarePF,tight_sla,2,19.8016312,14.8898744,4.9117568,9.00314,5.8867344,1.6961072000000001,1.2131118181818183,1.4194661980920316,0.00032500000088475645,0.00013094587484374642,0.0015333333333333332,0.0015333333333333332,0.0,0.0022970024118525324,0.002787633046122656,1.0,1.0,3.0,0.8714972464947908,77.9536,28.0464,0.0,0.0,0.0,17414,24.6,,,,,,,,,,,,
DeadlineAwarePF,nominal_hetero,3,19.7588744,14.849962400000003,4.908912,8.999144000000001,5.8508184,1.6524408000000002,1.2119454545454547,1.4135181127946128,0.0,0.0,0.0,0.0,0.0,0.0002865165320038966,0.0004934616333580064,1.0,1.0,2.0,0.871375161001318,78.6311,27.3689,0.0,0.0,0.0,17451,24.8,,,,,,,,,,,,
DeadlineAwarePF,load_surge,3,22.6092072,17.7977544,4.8114528,10.744095999999999,7.0536584,2.1429112,1.4463760606060605,1.7002018804713808,0.00017499999376013875,0.0,0.0,0.0,0.0,0.00040818706630124207,0.0007468259895444362,1.0,1.0,2.0,0.8351595380284269,81.3951,24.6049,0.0,0.0,0.0,17149,24.6,,,,,,,,,,,,
DeadlineAwarePF,edge_fade,3,18.010727199999998,13.0638448,4.9468824,8.8354424,4.2284024,1.0622232,0.9596726666666666,1.171788625701459,0.038100000470876694,0.00025448171072639525,0.01505,0.01505,0.047562735123783166,0.06487197073616827,0.09355621461310326,1.0,8.0,20.0,0.8331454849925187,57.2442,48.7558,0.0,0.0,0.0,17496,22.5,,,,,,,,,,,,
DeadlineAwarePF,bursty_urllc,3,21.8578304,13.779184,8.0786464,8.8184,4.960784,1.3668632,1.211028148148148,1.2773127306397305,0.06485000252723694,4.3864081817446277e-05,0.009966666666666665,0.009966666666666665,0.029606367309002447,0.11716316028984493,0.1416043703277746,1.0,13.0,32.0,0.9316862062162632,50.6758,55.3242,0.0,0.0,0.0,28567,23.0,,,,,,,,,,,,
DeadlineAwarePF,mixed_dynamic,3,21.4748528,14.964184000000001,6.5106687999999995,9.94912,5.015064000000001,1.308904,1.2119481481481482,1.3578330106621772,0.05640000104904175,0.0,0.0,0.0,0.04638944266294043,0.09054352056038396,0.1154624011766869,1.0,14.0,36.0,0.8724221301263321,58.4704,47.5296,0.0,0.0,0.0,23127,23.7,,,,,,,,,,,,
DeadlineAwarePF,hotspot_unseen,3,19.5019816,13.4608616,6.041119999999999,8.3110912,5.1497703999999995,1.5440048000000002,1.018108888888889,1.2708040140291808,0.12325000017881393,0.0013801908353343606,0.04488333333333334,0.04488333333333334,0.10538912084823446,0.18373551206536196,0.2614223281684545,1.0,46.0,87.0,0.8924788933539809,53.0317,52.9683,0.0,0.0,0.0,21052,22.9,,,,,,,,,,,,
DeadlineAwarePF,tight_sla,3,19.8780016,14.947761599999998,4.9302399999999995,8.996232,5.9515296,1.7545287999999999,1.212090303030303,1.428871285072952,0.0013749999925494194,0.0,0.0,0.0,0.0,0.005350332972849906,0.008633093525179856,1.0,2.0,4.0,0.8744641443412204,76.8761,29.1239,0.0,0.0,0.0,17569,24.6,,,,,,,,,,,,
DeadlineAwarePF,nominal_hetero,4,19.8587048,14.875191199999998,4.9835136,8.9979424,5.8772488,1.6798743999999999,1.211540606060606,1.4175949837261503,7.500000356230885e-05,0.0,0.0,0.0,0.0,0.0004536690484291709,0.0010649627263045794,1.0,1.0,2.0,0.8743851382340743,80.0946,25.9054,0.0,0.0,0.0,17634,24.7,,,,,,,,,,,,
DeadlineAwarePF,load_surge,4,22.6177584,17.6785136,4.939244799999999,10.737981600000001,6.940532,1.9281184,1.447059696969697,1.6802717951739623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8368665676688687,82.2311,23.7689,0.0,0.0,0.0,17487,24.7,,,,,,,,,,,,
DeadlineAwarePF,edge_fade,4,18.1037728,13.172832,4.9309408,9.0020016,4.1708304,0.9855368,0.912534074074074,1.175119548821549,0.04177499935030937,0.004041037522256374,0.08705000000000002,0.08705000000000002,0.05067496638743929,0.06441840525864533,0.08817025981205086,1.0,8.0,23.0,0.8259522828269282,56.9351,49.0649,0.0,0.0,0.0,17495,22.7,,,,,,,,,,,,
DeadlineAwarePF,bursty_urllc,4,22.4981344,14.590348800000001,7.9077855999999995,9.0023544,5.5879944,1.519628,1.2118484848484847,1.3752344511784511,0.019874999299645424,1.846439226937946e-05,0.0016333333333333332,0.0016333333333333332,0.00567254459221909,0.03315370614895971,0.03606271777003484,1.0,4.0,14.0,0.9405579298752471,62.977,43.023,0.0,0.0,0.0,28021,25.0,,,,,,,,,,,,
DeadlineAwarePF,mixed_dynamic,4,22.1204104,15.752596,6.3678144,10.3364224,5.4161736,1.3467224,1.246965185185185,1.4329741015712683,0.052925001829862595,0.0,0.0,0.0,0.03737201804296696,0.08261640798226164,0.09638095238095239,1.0,12.0,31.0,0.86119720508998,58.3562,47.6438,0.0,0.0,0.0,22550,24.0,,,,,,,,,,,,
DeadlineAwarePF,hotspot_unseen,4,19.934616,13.98316,5.951456,8.4884296,5.4947304,1.5982128,1.0581685185185186,1.3238032581369248,0.0931750014424324,0.0011814995668828487,0.03186666666666667,0.03186666666666667,0.09865147870428356,0.14443593914457947,0.19386694386694386,1.0,22.0,42.0,0.8881449274163145,54.3093,51.6907,0.0,0.0,0.0,20902,22.7,,,,,,,,,,,,
DeadlineAwarePF,tight_sla,4,19.828282400000003,14.9006408,4.9276416,9.007416,5.8932248,1.7040704000000002,1.2135857575757574,1.4208002126823793,0.001724999980069697,0.0,0.0,0.0,0.0,0.006366139022711631,0.008856682769726247,1.0,2.0,4.0,0.8720985923047313,73.1579,32.8421,0.0,0.0,0.0,17436,24.4,,,,,,,,,,,,
SLAWeightedPF,nominal_hetero,0,19.7800744,14.8279496,4.9521248,8.991105600000001,5.836844000000001,1.6446656000000002,1.2120990909090907,1.4110897373737374,0.0008249999955296516,0.0,0.0,0.0,0.0,0.0030746455616921936,0.004707837164220438,2.0,4.0,5.0,0.8728127639490771,78.9459,27.0541,0.0,0.0,0.0,17563,30.2,,,,,,,,,,,,
SLAWeightedPF,load_surge,0,22.891679200000002,17.8691288,5.0225504,10.7437224,7.1254064,2.1478376,1.446850606060606,1.7105815639730642,0.0037249999586492777,0.0,0.0,0.0,0.0,0.007640020223582945,0.014945289564985321,2.0,4.0,5.0,0.8438396637294245,77.2766,28.7234,0.0,0.0,0.0,17801,30.7,,,,,,,,,,,,
SLAWeightedPF,edge_fade,0,16.139569599999998,11.2477408,4.891828800000001,7.461764,3.7859768000000003,0.9855104000000001,0.9095726666666667,1.019642377665544,0.07057499885559082,0.008758659474551678,0.16171666666666665,0.16171666666666665,0.11536421425709234,0.10984563797190264,0.14995925020374898,3.0,11.0,23.0,0.8699225623285751,47.6513,58.3487,0.0,0.0,0.0,17297,28.9,,,,,,,,,,,,
SLAWeightedPF,bursty_urllc,0,22.554250399999997,14.580320799999999,7.973929599999999,8.9943408,5.58598,1.5145568,1.2115060606060606,1.3743020780022448,0.04977500066161156,2.0065217540832236e-05,0.0011499999999999998,0.0011499999999999998,0.0012016581098792777,0.08466786863223388,0.10678608336203926,2.0,11.0,34.0,0.9420008365818909,57.0756,48.9244,0.0,0.0,0.0,28287,31.2,,,,,,,,,,,,
SLAWeightedPF,mixed_dynamic,0,20.4112152,13.9759952,6.435219999999999,9.2798888,4.6961064,1.1538008,1.0683340740740739,1.2680531391694725,0.06984999775886536,5.955496453680098e-05,0.004116666666666667,0.004116666666666667,0.07960608118592799,0.11760846745976207,0.15721540414727042,3.0,17.849999999998545,38.0,0.8820569155560714,52.2405,53.7595,0.0,0.0,0.0,22864,30.6,,,,,,,,,,,,
SLAWeightedPF,hotspot_unseen,0,20.181995999999998,14.3011416,5.8808544,8.653056,5.6480856,1.6385472,1.171561111111111,1.359079632996633,0.07762499898672104,0.0,0.0,0.0,0.08125440694168834,0.11118683672475903,0.15370903606197725,2.0,23.0,42.0,0.8931393959413272,62.6199,43.3801,0.0,0.0,0.0,20542,30.8,,,,,,,,,,,,
SLAWeightedPF,tight_sla,0,19.6178568,14.807852800000001,4.810003999999999,8.9999448,5.807908,1.6066776,1.211972121212121,1.4069008905723905,0.0010499999625608325,0.0,0.0,0.0,0.0,0.004040049183207448,0.010055304172951232,2.0,4.0,5.0,0.86583872765622,79.4483,26.5517,0.0,0.0,0.0,17079,31.1,,,,,,,,,,,,
SLAWeightedPF,nominal_hetero,1,19.6817016,14.754424800000002,4.9272768,8.9973728,5.757052,1.6097712000000002,1.212212727272727,1.4009539668911335,0.00019999999494757503,0.0001175082943518646,0.002616666666666667,0.002616666666666667,0.0,0.0024090856946197086,0.0033076074972436605,2.0,4.0,5.0,0.8702911745499042,75.4876,30.5124,0.0,0.0,0.0,17434,30.9,,,,,,,,,,,,
SLAWeightedPF,load_surge,1,22.3123944,17.424916800000002,4.8874776,10.7456624,6.6792544,1.8116720000000002,1.4472581818181818,1.6427526537598205,0.0019000000320374966,0.0,0.0,0.0,0.004152400227947109,0.0032854919591907314,0.005480104836788182,2.0,4.0,5.0,0.8307964422988835,74.4373,31.5627,0.0,0.0,0.0,17349,31.4,,,,,,,,,,,,
SLAWeightedPF,edge_fade,1,17.8246864,12.864509600000002,4.960176799999999,8.686084000000001,4.1784256,0.9527216,0.8821496296296295,1.1546166279461278,0.019474999979138374,0.0031033779960125685,0.06951666666666667,0.06951666666666667,0.046056772119289616,0.04183766529867761,0.06186666666666667,3.0,6.0,11.0,0.8388687928719578,60.1051,45.8949,0.0,0.0,0.0,17544,30.4,,,,,,,,,,,,
SLAWeightedPF,bursty_urllc,1,22.924332,14.9369016,7.9874304,9.0017704,5.935131200000001,1.7540192000000001,1.2124075757575756,1.427355534231201,0.016100000590085983,0.0,0.0,0.0,0.0,0.03494405421622957,0.04649956784788246,2.0,5.0,16.0,0.9505182151004191,63.6598,42.3402,0.0,0.0,0.0,28331,32.2,,,,,,,,,,,,
SLAWeightedPF,mixed_dynamic,1,20.5709264,14.106092,6.464834399999999,9.3589216,4.7471704,1.1260992,1.0426844444444445,1.2778308557800224,0.07147499918937683,0.0,0.0,0.0,0.07428015757735565,0.11111595846784748,0.132252027448534,2.0,23.0,50.0,0.8791557557113961,57.5451,48.4549,0.0,0.0,0.0,22922,30.9,,,,,,,,,,,,
SLAWeightedPF,hotspot_unseen,1,20.439968,14.3047592,6.135208799999999,8.5432632,5.761495999999999,1.6939248,1.0847774074074072,1.366558832210999,0.05274999886751175,0.0,0.0,0.0,0.08430959175207224,0.08566605711070474,0.12072717961848675,2.0,16.0,58.0,0.8973228930507149,59.4225,46.5775,0.0,0.0,0.0,21327,31.0,,,,,,,,,,,,
SLAWeightedPF,tight_sla,1,20.034362400000003,14.9808744,5.053488,8.9977528,5.9831216,1.7927232,1.2114351515151516,1.434071864758698,0.0013500000350177288,1.600028554094024e-06,0.0001333333333333333,0.0001333333333333333,0.0,0.005251396648044693,0.009794776119402986,2.0,4.0,5.0,0.8792649284878747,77.9138,28.0862,0.0,0.0,0.0,17900,30.4,,,,,,,,,,,,
SLAWeightedPF,nominal_hetero,2,19.921784,14.9214712,5.0003128,8.999212,5.9222592,1.7460495999999999,1.2113133333333332,1.4254971049382714,0.0026000000070780516,0.0,0.0,0.0,0.0,0.007661313205833948,0.014293276866066702,2.0,4.0,6.0,0.8757764739335474,76.8927,29.1073,0.0,0.0,0.0,17621,30.7,,,,,,,,,,,,
SLAWeightedPF,load_surge,2,22.3044912,17.5036488,4.8008424,10.7469392,6.756709600000001,1.7510096000000002,1.446961212121212,1.6526573254769923,0.0002500000118743628,0.0,0.0,0.0,0.0081619298817449,0.0007595676307332749,0.0011830819284235432,2.0,4.0,5.0,0.8276020412205576,79.8065,26.1935,0.0,0.0,0.0,17115,30.9,,,,,,,,,,,,
SLAWeightedPF,edge_fade,2,18.3522832,13.485739999999998,4.866543200000001,8.9938296,4.4919104,1.0969456,1.0156903703703704,1.2188211049382716,0.023125000298023224,8.900136890588328e-05,0.004399999999999999,0.004399999999999999,0.037294457186034684,0.03880683463654793,0.06077502090883747,2.0,5.0,16.0,0.8342680579019105,64.2124,41.7876,0.0,0.0,0.0,17265,30.4,,,,,,,,,,,,
SLAWeightedPF,bursty_urllc,2,22.2969568,14.364804800000002,7.932152,8.998347200000001,5.3664575999999995,1.5948632,1.211660909090909,1.348938744107744,0.0700249969959259,0.00013709068298339844,0.006883333333333334,0.006883333333333334,0.0030631706464253694,0.115866053279127,0.14569874192451548,2.0,15.0,30.0,0.9386963878544272,56.4437,49.5563,0.0,0.0,0.0,28041,31.6,,,,,,,,,,,,
SLAWeightedPF,mixed_dynamic,2,19.9407104,13.3985408,6.5421696,8.7673328,4.631208,1.1562744,1.0706244444444444,1.2228777126823793,0.09157499670982361,0.0,0.0,0.0,0.09423621278068924,0.14583513163573586,0.16601682741637594,3.0,27.0,57.0,0.8956610221105128,52.0439,53.9561,0.0,0.0,0.0,23170,30.4,,,,,,,,,,,,
SLAWeightedPF,hotspot_unseen,2,19.7783208,13.816355999999999,5.9619648000000005,8.5970816,5.2192744,1.1751128,1.0880674074074073,1.287464515151515,0.07507500052452087,0.0,0.0,0.0,0.10127753482923119,0.11737179796420474,0.16673200052267084,3.0,20.0,44.0,0.8755963009109068,60.0841,45.9159,0.0,0.0,0.0,20729,30.1,,,,,,,,,,,,
SLAWeightedPF,tight_sla,2,19.8483992,14.937067999999998,4.911331199999999,9.0026856,5.9343824,1.7426359999999999,1.2131118181818183,1.4267678400673403,0.000375000003259629,1.6426890852017095e-06,0.0002666666666666666,0.0002666666666666666,0.0,0.0029866176555051406,0.004309252217997465,2.0,4.0,5.0,0.8725017035875445,78.3839,27.6161,0.0,0.0,0.0,17411,30.1,,,,,,,,,,,,
SLAWeightedPF,nominal_hetero,3,19.854291200000002,14.945423199999999,4.908868,8.9991328,5.9462904,1.7478296,1.2119454545454547,1.428249297979798,0.0,0.0,0.0,0.0,0.0,0.0003438592469482492,0.0004935834155972359,2.0,4.0,5.0,0.8734848612815573,79.0487,26.9513,0.0,0.0,0.0,17449,30.2,,,,,,,,,,,,
SLAWeightedPF,load_surge,3,22.701890399999996,17.8907616,4.8111288,10.744095999999999,7.1466655999999995,2.1436184000000003,1.4463760606060605,1.712720423681257,0.0001250000059371814,0.0,0.0,0.0,0.0,0.00040823467661981686,0.0008746355685131195,2.0,4.0,5.0,0.835956663436219,81.8014,24.1986,0.0,0.0,0.0,17147,30.3,,,,,,,,,,,,
SLAWeightedPF,edge_fade,3,18.0016008,13.054776,4.9468248,8.6969128,4.357863200000001,1.1201648,1.0229406666666667,1.1808053945005612,0.038624998182058334,0.0,0.0,0.0,0.04085413111231628,0.06498628257887518,0.09517390132111081,3.0,8.0,20.0,0.843204359234111,57.5924,48.4076,0.0,0.0,0.0,17496,29.7,,,,,,,,,,,,
SLAWeightedPF,bursty_urllc,3,21.8848696,13.806432,8.078437599999999,8.738952,5.06748,1.3997432,1.200781212121212,1.286442689674523,0.06552500277757645,0.00019568056450225413,0.02548333333333333,0.02548333333333333,0.02949831626523179,0.12025205671276037,0.14591719378953422,2.0,13.0,32.0,0.9361858089932867,51.1887,54.8113,0.0,0.0,0.0,28565,30.3,,,,,,,,,,,,
SLAWeightedPF,mixed_dynamic,3,21.246690400000002,14.736155199999999,6.5105352,9.6185888,5.1175664,1.3589727999999999,1.258308148148148,1.3496781711560046,0.0551999993622303,0.0,0.0,0.0,0.04639603862137906,0.09154594594594595,0.11511585141596176,2.0,14.0,36.0,0.8851169748050312,58.9205,47.0795,0.0,0.0,0.0,23125,30.3,,,,,,,,,,,,
SLAWeightedPF,hotspot_unseen,3,19.593997599999998,13.553011999999999,6.040985600000001,8.3212376,5.231774399999999,1.5681775999999998,1.0340362962962963,1.2826499337822672,0.12527500092983246,0.001016962924040854,0.04388333333333333,0.04388333333333333,0.1034433542169893,0.18836999382393463,0.26900662251655627,3.0,46.0,87.0,0.8947778442476492,53.3672,52.6328,0.0,0.0,0.0,21049,29.9,,,,,,,,,,,,
SLAWeightedPF,tight_sla,3,19.922389600000002,14.992246399999999,4.9301432,8.996232,5.9960144,1.7988127999999999,1.212090303030303,1.4357331245791247,0.0014750000555068254,0.0,0.0,0.0,0.0,0.007969941933280201,0.011450381679389313,2.0,4.0,5.0,0.8753153609174246,77.2931,28.7069,0.0,0.0,0.0,17566,30.0,,,,,,,,,,,,
SLAWeightedPF,nominal_hetero,4,19.949187999999996,14.965761599999999,4.9834264,8.9979424,5.9678192,1.7704448,1.211540606060606,1.4315718973063973,7.500000356230885e-05,0.0,0.0,0.0,0.0,0.0004536947768388816,0.0010649627263045794,2.0,4.0,5.0,0.876302940846636,80.5494,25.4506,0.0,0.0,0.0,17633,30.4,,,,,,,,,,,,
SLAWeightedPF,load_surge,4,22.724363200000003,17.785588,4.9387752,10.7371672,7.0484208,2.033264,1.4469727272727273,1.6967897446689113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.8389652696327031,82.6591,23.3409,0.0,0.0,0.0,17483,30.5,,,,,,,,,,,,
SLAWeightedPF,edge_fade,4,18.2491432,13.3184624,4.9306808,8.954004,4.3644584,1.0650672,0.9861733333333333,1.1988020735129068,0.0432250015437603,0.0008050948963500559,0.039766666666666665,0.039766666666666665,0.044019681373915404,0.06556908477676784,0.09010503040353787,3.0,8.0,23.0,0.8344854277831886,57.2405,48.7595,0.0,0.0,0.0,17493,29.9,,,,,,,,,,,,
